Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
2 line shayari in english attitude,8,8,110,4,0.00,https://englishshyari.com/,3,0.05,0.00,0.33,108,"65, 65, 82, 65, 53, 65, 65, 100, 82, 100, 65, 41",2026-07-10,"Sitelinks, Video, Related searches",informational,Organic
english ki shayari,6,6,260,10,0.00,https://englishshyari.com/,3,0.05,0.00,0.33,108,"29, 35, 54, 54, 44, 81, 67, 67, 67, 100, 35, 35",2026-07-07,"Image pack, Video, Video Carousel, People also ask, Related searches",informational,Organic
shayari in hindi english,3,3,1300,6,0.40,https://englishshyari.com/,3,0.05,1.00,0.33,131,"100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100",2026-06-21,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",informational,AI overview
life english shayari,11,11,260,3,0.00,https://englishshyari.com/,3,0.05,0.00,0.33,104,"81, 81, 66, 81, 81, 81, 66, 66, 100, 66, 81, 100",2026-07-22,"Video, Related searches",informational,Organic
hindi shayari in english text,9,9,390,8,0.00,https://englishshyari.com/,3,0.05,0.00,0.01,118,"12, 44, 67, 82, 67, 100, 100, 82, 82, 3, 1, 6",2026-08-15,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
english sariya,6,6,110,13,0.00,https://englishshyari.com/,3,0.05,0.00,0.33,115,"82, 82, 65, 53, 65, 65, 100, 41, 53, 53, 65, 53",2026-08-11,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
english shayari com,1,1,110,10,0.00,https://englishshyari.com/,3,0.05,0.00,0.33,99,"14, 43, 67, 100, 81, 100, 100, 81, 100, 5, 5, 5",2026-08-12,"Video, Related searches, AI overview","commercial, informational",AI overview
deewana shayari in english,8,8,140,3,0.00,https://englishshyari.com/,3,0.05,0.00,0.33,2700000,"1, 1, 1, 30, 8, 1, 100, 19, 12, 1, 3, 1",2026-07-29,"Image pack, Sitelinks, People also ask, Related searches, AI overview",informational,Organic
attitude english shayari,2,2,1300,7,0.00,https://englishshyari.com/,2,0.03,0.00,0.33,105,"100, 100, 81, 100, 81, 100, 100, 81, 81, 62, 81, 62",2026-08-10,"Image pack, Video, Related searches, AI overview",informational,AI overview
come back shayari in english,12,12,590,12,0.00,https://englishshyari.com/,2,0.03,0.00,0.33,105,"67, 67, 82, 67, 67, 100, 82, 44, 44, 55, 55, 55",2026-08-12,"Image pack, Video, People also ask, Related searches",informational,Organic
hindi shayari in english new,21,21,1900,8,0.00,https://englishshyari.com/hindi-shayari-in-english/,2,0.03,0.00,0,117,"1, 6, 30, 43, 55, 55, 66, 82, 82, 100, 0, 0",2026-06-30,"Sitelinks, Video, Related searches, AI overview",informational,Organic
hindi shayari in english words,3,3,1900,11,0.00,https://englishshyari.com/hindi-shayari-in-english/,2,0.03,0.00,0.33,130,"20, 53, 67, 81, 67, 67, 100, 81, 100, 13, 16, 13",2026-08-15,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,AI overview
hindi shayari in english words,18,18,1900,11,0.00,https://englishshyari.com/,2,0.03,0.00,0.33,130,"20, 53, 67, 81, 67, 67, 100, 81, 100, 13, 16, 13",2026-08-15,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
indian shayari in english,22,22,1900,6,0.00,https://englishshyari.com/hindi-shayari-in-english/,2,0.03,0.00,0.33,105,"1, 3, 11, 20, 20, 20, 24, 24, 24, 29, 100, 82",2026-07-11,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
two line attitude shayari in english,10,10,170,3,0.00,https://englishshyari.com/,2,0.03,0.00,0,102,"100, 100, 100, 100, 100, 100, 81, 52, 52, 52, 52, 67",2026-08-07,"Sitelinks, Video, Related searches, AI overview",informational,Organic
mast shayari english,9,9,170,12,0.00,https://englishshyari.com/,2,0.03,0.00,0.33,105,"35, 54, 54, 65, 81, 81, 100, 81, 81, 42, 35, 35",2026-07-21,"Image pack, Video, People also ask, Related searches",informational,Organic
very nice shayari in english,10,10,320,24,0.00,https://englishshyari.com/,2,0.03,0.00,0.33,108,"6, 6, 15, 19, 24, 67, 54, 54, 44, 82, 100, 82",2026-08-09,"Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
shero shayari in english,15,15,720,23,0.00,https://englishshyari.com/hindi-shayari-in-english/,2,0.03,0.00,0,109,"82, 67, 82, 67, 82, 82, 100, 82, 82, 82, 67, 82",2026-08-05,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
best hindi shayari in english translation,15,15,590,19,0.00,https://englishshyari.com/hindi-shayari-in-english/,2,0.03,0.00,0.33,112,"1, 2, 9, 14, 14, 17, 31, 38, 25, 38, 100, 100",2026-07-17,"Sitelinks, Video, Related searches",commercial,Organic
hindi shayari english version,11,11,320,15,0.00,https://englishshyari.com/,2,0.03,0.00,0.33,65,"1, 3, 17, 26, 26, 26, 72, 100, 48, 59, 1, 1",2026-07-07,"Sitelinks, Reviews, Video, Related searches",commercial,Organic
shayari thoughts in english,9,0,110,4,0.00,https://englishshyari.com/,2,0.03,0.00,0.33,107,"28, 82, 3, 3, 3, 54, 100, 3, 5, 23, 3, 3",2026-08-20,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
sad shayari hindi translation english,12,12,480,8,0.00,https://englishshyari.com/,2,0.03,0.00,0.33,105,"5, 21, 32, 26, 32, 39, 48, 48, 59, 100, 100, 88",2026-07-20,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
shayari english hindi,18,18,1600,4,0.32,https://englishshyari.com/,2,0.03,0.00,0,129,"84, 68, 68, 68, 68, 68, 68, 68, 84, 84, 100, 100",2026-07-25,"Image pack, Sitelinks, Video, Video Carousel, Related searches",informational,Organic
hindi shero shayari in english,22,22,1600,12,0.00,https://englishshyari.com/hindi-shayari-in-english/,2,0.03,0.00,0.33,118,"1, 9, 28, 67, 67, 67, 81, 81, 81, 100, 0, 1",2026-06-30,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
attitude shayari in hindi english,1,1,390,13,0.00,https://englishshyari.com/,2,0.03,0.00,0.33,110,"81, 66, 66, 66, 81, 100, 100, 81, 66, 54, 54, 54",2026-07-27,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",informational,AI overview
sad shayari in roman english,17,51,1600,12,0.00,https://englishshyari.com/,2,0.03,0.00,0.33,105,"100, 79, 67, 67, 67, 67, 67, 54, 54, 54, 42, 54",2026-08-20,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
fida shayari in english,9,9,110,17,0.00,https://englishshyari.com/,2,0.03,0.00,0.33,95,"5, 14, 67, 67, 67, 52, 67, 67, 100, 81, 5, 5",2026-06-26,"Video, Related searches, AI overview",commercial,Organic
shayari in english font,12,0,320,10,0.00,https://englishshyari.com/hindi-shayari-in-english/,1,0.01,0.00,0.33,87,"5, 10, 16, 19, 19, 24, 19, 24, 30, 67, 100, 100",2026-08-19,"Image pack, Sitelinks, Video, Related searches, AI overview",commercial,Organic
angreji shayari,8,8,210,26,0.00,https://englishshyari.com/,1,0.01,0.00,0.33,115,"100, 81, 81, 66, 53, 100, 66, 53, 66, 66, 66, 53",2026-07-23,"Image pack, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
manane wali shayari in english,15,15,390,3,0.00,https://englishshyari.com/,1,0.01,0.00,0.33,103,"100, 88, 88, 59, 21, 17, 21, 14, 7, 9, 14, 9",2026-08-03,"Image pack, Sitelinks, Video, Related searches",informational,Organic
one line shayari in english,18,18,720,10,0.00,https://englishshyari.com/,1,0.01,0.00,0.33,114,"82, 67, 67, 67, 82, 82, 82, 82, 100, 100, 82, 67",2026-07-31,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
hindi shayari writing english,19,19,880,18,0.00,https://englishshyari.com/hindi-shayari-in-english/,1,0.01,0.00,0.33,131,"4, 11, 31, 53, 53, 53, 68, 68, 84, 100, 1, 1",2026-07-01,"Image pack, Sitelinks, Video, Related searches",informational,Organic
shayri in hindi english,9,9,140,2,0.00,https://englishshyari.com/,1,0.01,0.00,0,131,"67, 67, 52, 67, 81, 67, 52, 81, 81, 100, 81, 81",2026-07-23,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
two line shayari in english on life,10,10,210,3,0.00,https://englishshyari.com/,1,0.01,0.00,0.33,91,"53, 44, 44, 100, 81, 81, 81, 53, 66, 44, 44, 44",2026-08-06,"Image pack, Sitelinks, Video, Ads top, Ads bottom, Related searches, AI overview",informational,Organic
best shayari in english on life,11,11,390,4,0.00,https://englishshyari.com/,1,0.01,0.00,0.33,103,"66, 66, 66, 54, 54, 66, 81, 44, 54, 100, 100, 100",2026-07-08,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic
indian shayari in english,1,1,1900,6,0.00,https://englishshyari.com/hindi-shayari-in-english/,1,0.01,0.00,0.33,105,"1, 3, 11, 20, 20, 20, 24, 24, 24, 29, 100, 82",2026-07-11,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,AI overview
hindi shayari in english on life,10,10,210,7,0.00,https://englishshyari.com/,1,0.01,0.00,0.33,117,"15, 15, 10, 15, 23, 54, 100, 81, 67, 54, 44, 44",2026-07-28,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic
shayari in hindi written in english,11,11,320,16,0.00,https://englishshyari.com/,1,0.01,0.00,0.33,105,"82, 67, 82, 82, 67, 100, 100, 82, 67, 67, 67, 82",2026-06-24,"Sitelinks, Video, People also ask, Related searches, AI overview","commercial, informational",Organic
friends attitude shayari in english,13,13,260,3,0.00,https://englishshyari.com/,1,0.01,0.00,0,101,"100, 100, 100, 100, 81, 81, 53, 66, 81, 66, 81, 66",2026-08-09,"Sitelinks, Video, Related searches, AI overview",commercial,Organic
quotes shayari in english,13,13,390,9,0.00,https://englishshyari.com/,1,0.01,0.00,0.33,103,"16, 36, 36, 44, 82, 67, 67, 100, 30, 36, 30, 30",2026-08-11,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
sad shayari images in english,10,0,140,14,0.00,https://englishshyari.com/,1,0.01,0.00,0.33,109,"19, 1, 82, 3, 1, 12, 100, 1, 1, 1, 7, 3",2026-08-19,"Image pack, Video, Image, Related searches",informational,Organic
best shayari in english attitude,10,10,170,1,0.00,https://englishshyari.com/,1,0.01,0.00,0.33,108,"54, 35, 42, 27, 42, 54, 65, 100, 100, 100, 100, 100",2026-06-27,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",commercial,Organic
mast shayari english,10,10,170,12,0.00,https://englishshyari.com/,1,0.01,0.00,0.33,105,"35, 54, 54, 65, 81, 81, 100, 81, 81, 42, 35, 35",2026-07-21,"Image pack, Video, People also ask, Related searches",informational,Organic
2 line sad shayari in english,41,41,6600,6,0.00,https://englishshyari.com/,1,0.01,0.00,0.33,86,"54, 81, 81, 67, 67, 81, 100, 100, 81, 81, 81, 81",2026-07-14,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
hindi shayari image in english,11,11,110,23,0.00,https://englishshyari.com/,1,0.01,0.00,0,34,"5, 10, 52, 81, 100, 81, 81, 81, 81, 67, 0, 0",2026-07-18,"Sitelinks, Related searches",informational,Organic
shayari pic in english,3,3,590,7,0.00,https://englishshyari.com/,1,0.01,0.00,0.33,116,"7, 9, 32, 72, 48, 48, 48, 59, 59, 72, 100, 100",2026-06-30,"Video, People also ask, Related searches, AI overview",informational,AI overview
english shayari quotes,10,10,110,14,0.00,https://englishshyari.com/,1,0.01,0.00,0,114,"64, 79, 100, 64, 79, 79, 64, 100, 50, 79, 64, 64",2026-06-28,"Image pack, Sitelinks, Video, Related searches",informational,Organic
shayari for boy in english,11,44,170,16,0.00,https://englishshyari.com/,1,0.01,0.00,0,109,"67, 100, 81, 81, 67, 81, 81, 81, 67, 67, 81, 52",2026-08-20,"Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
english me shayari love,12,0,390,18,0.00,https://englishshyari.com/,1,0.01,0.00,0.33,108,"100, 81, 81, 67, 67, 81, 100, 67, 81, 67, 67, 67",2026-08-20,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
shaeri in english,10,10,260,19,0.00,https://englishshyari.com/,1,0.01,0.00,0,105,"1, 7, 9, 7, 7, 17, 14, 14, 100, 1, 0, 0",2026-07-31,"Video, Image, People also ask, Related searches, AI overview",commercial,Organic
sad shayari in english language,2,2,390,17,0.00,https://englishshyari.com/,1,0.01,0.00,0,92,"54, 54, 54, 54, 44, 66, 54, 81, 100, 100, 81, 81",2026-08-09,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,AI overview
sad shayari in english language,15,15,390,17,0.00,https://englishshyari.com/,1,0.01,0.00,0,92,"54, 54, 54, 54, 44, 66, 54, 81, 100, 100, 81, 81",2026-08-09,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
shayari 2 line english,10,10,480,4,0.00,https://englishshyari.com/,1,0.01,0.00,0.33,100,"66, 66, 66, 81, 66, 81, 100, 66, 81, 81, 100, 29",2026-08-02,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
best shayari in hindi english,10,10,140,4,0.00,https://englishshyari.com/hindi-shayari-in-english/,1,0.01,0.00,0.01,135,"82, 100, 100, 65, 82, 82, 65, 53, 65, 65, 100, 65",2026-08-02,"Image pack, Sitelinks, Video, Related searches",commercial,Organic
hindi shayari in english text,1,1,390,8,0.00,https://englishshyari.com/,1,0.01,0.00,0.01,118,"12, 44, 67, 82, 67, 100, 100, 82, 82, 3, 1, 6",2026-08-15,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,AI overview
english shayari png,1,1,390,27,0.00,https://englishshyari.com/,1,0.01,0.00,0.33,114,"4, 15, 29, 29, 29, 36, 54, 67, 67, 82, 100, 100",2026-07-29,"Reviews, Video, People also ask, Related searches, AI overview",informational,AI overview
shayari picture english,11,11,210,25,0.00,https://englishshyari.com/,1,0.01,0.00,0,135,"100, 81, 66, 66, 66, 81, 81, 81, 22, 28, 44, 34",2026-08-01,"Image pack, Video, Related searches",informational,Organic
hindi shayari written in english,24,24,1000,3,0.00,https://englishshyari.com/,1,0.01,0.00,0.33,124,"6, 9, 13, 13, 17, 20, 25, 25, 34, 100, 100, 100",2026-08-02,"Image pack, Sitelinks, Video, Related searches",informational,Organic
emotional heart touching shayari in english,12,12,320,5,0.00,https://englishshyari.com/,1,0.01,0.00,0.33,100,"100, 82, 82, 82, 82, 100, 100, 82, 82, 67, 82, 67",2026-08-10,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
mobile phone shayari in english,21,21,720,17,0.00,https://englishshyari.com/,1,0.01,0.00,0.33,115,"4, 20, 30, 37, 37, 55, 45, 37, 45, 81, 100, 100",2026-08-19,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
jalne walo ke liye shayari in english,14,14,390,4,0.00,https://englishshyari.com/,1,0.01,0.00,0.33,86,"59, 72, 100, 88, 32, 32, 17, 9, 9, 7, 9, 5",2026-08-09,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
attitude shayari in hindi english,13,13,390,13,0.00,https://englishshyari.com/,1,0.01,0.00,0.33,110,"81, 66, 66, 66, 81, 100, 100, 81, 66, 54, 54, 54",2026-07-27,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
depression shayari in english,13,13,210,22,0.00,https://englishshyari.com/,1,0.01,0.00,0.33,2180000,"100, 82, 67, 54, 44, 44, 44, 36, 44, 44, 44, 36",2026-08-10,"Image pack, Reviews, Video, Image, Related searches",informational,Organic
shayari love in english,70,70,1000,17,0.40,https://englishshyari.com/,0,0,0.00,0.33,105,"77, 77, 77, 77, 77, 77, 77, 77, 100, 100, 100, 77",2026-06-23,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, Short videos","commercial, informational",Organic
hindi shayari english letter,10,10,110,4,0.00,https://englishshyari.com/hindi-shayari-in-english/,0,0,0.00,0.33,125,"79, 79, 79, 100, 64, 100, 79, 79, 79, 64, 100, 100",2026-07-29,"Image pack, Sitelinks, Video, Video Carousel, Related searches",informational,Organic
hindi shayari english letter,27,27,110,4,0.00,https://englishshyari.com/hindi-shayari-in-english/,0,0,0.00,0.33,125,"79, 79, 79, 100, 64, 100, 79, 79, 79, 64, 100, 100",2026-07-29,"Image pack, Sitelinks, Video, Video Carousel, Related searches",informational,Organic
attitude shayari hindi to english,44,44,590,6,0.00,https://englishshyari.com/,0,0,0.00,0.33,104,"55, 55, 55, 55, 44, 55, 82, 100, 67, 82, 67, 67",2026-07-17,"Image pack, Video, Image, Related searches, AI overview",commercial,Organic
hurt shayari in roman english,16,16,210,6,0.00,https://englishshyari.com/,0,0,0.00,0.33,318000,"5, 44, 67, 44, 44, 54, 67, 54, 54, 82, 100, 100",2026-08-11,"Image pack, Sitelinks, Video, Related searches",informational,Organic
hurt shayari in roman english,21,21,210,6,0.00,https://englishshyari.com/,0,0,0.00,0.33,318000,"5, 44, 67, 44, 44, 54, 67, 54, 54, 82, 100, 100",2026-08-11,"Image pack, Sitelinks, Video, Related searches",informational,Organic
2 line attitude shayari in roman english,44,44,110,1,0.00,https://englishshyari.com/,0,0,0.00,0.33,87,"52, 81, 100, 81, 81, 67, 52, 52, 24, 24, 33, 33",2026-07-15,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
roshni shayari in english,31,31,210,19,0.00,https://englishshyari.com/,0,0,0.00,0.33,97,"5, 7, 8, 19, 36, 29, 24, 24, 24, 36, 100, 100",2026-06-30,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
attitude shayari in roman english,42,42,590,6,0.00,https://englishshyari.com/,0,0,0.00,0.33,77,"100, 100, 100, 100, 100, 100, 100, 82, 54, 54, 54, 54",2026-07-03,"Image pack, Sitelinks, Video, Related searches",informational,Organic
sad shayari copy paste english,20,20,140,20,0.00,https://englishshyari.com/,0,0,0.00,0.33,100,"100, 52, 67, 67, 67, 52, 67, 67, 67, 43, 33, 33",2026-07-28,"Sitelinks, Video, Related searches, AI overview",commercial,Organic
attitude shayari in hindi in english,43,43,110,5,0.00,https://englishshyari.com/,0,0,0.00,0.33,125,"2, 2, 2, 2, 2, 8, 5, 100, 44, 36, 3, 2",2026-06-25,"Sitelinks, Video, Related searches",commercial,Organic
majboori shayari in english,13,13,170,3,0.00,https://englishshyari.com/,0,0,0.00,0.33,94,"13, 28, 54, 67, 54, 67, 100, 82, 82, 3, 0, 3",2026-08-12,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
don shayari in english,26,26,170,18,0.00,https://englishshyari.com/,0,0,0.00,0.33,85,"100, 81, 100, 100, 100, 100, 81, 67, 67, 52, 67, 52",2026-08-01,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
deep shayari in english,44,44,320,8,0.00,https://englishshyari.com/,0,0,0.00,0.33,104,"82, 82, 67, 82, 82, 82, 67, 100, 67, 82, 82, 82",2026-07-03,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
sad love shayari in hindi english,24,24,110,6,0.00,https://englishshyari.com/,0,0,0.00,0.33,104,"36, 1, 4, 100, 15, 29, 1, 1, 1, 1, 1, 4",2026-08-10,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
tension shayari in english,54,54,210,23,0.00,https://englishshyari.com/,0,0,0.00,0.33,111,"81, 81, 100, 67, 100, 100, 100, 100, 100, 100, 100, 100",2026-07-11,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
love shayari with emoji english,1,1,140,0,0.00,https://englishshyari.com/,0,0,0.00,0.33,103,"15, 27, 35, 54, 54, 54, 42, 65, 54, 100, 100, 100",2026-07-25,"Image pack, Sitelinks, Video, Image, Related searches, AI overview","commercial, informational",AI overview
shayari in english font,26,47,320,10,0.00,https://englishshyari.com/,0,0,0.00,0.33,87,"5, 10, 16, 19, 19, 24, 19, 24, 30, 67, 100, 100",2026-08-19,"Image pack, Sitelinks, Video, Related searches, AI overview",commercial,Organic
small hindi shayari in english,18,18,170,,0.00,https://englishshyari.com/hindi-shayari-in-english/,0,0,0.00,0.33,125,"2, 8, 19, 23, 15, 15, 23, 23, 35, 81, 100, 100",2026-08-10,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
sad shayari in hindi but written in english,22,22,170,0,0.00,https://englishshyari.com/,0,0,0.00,0.33,107,"65, 54, 65, 65, 81, 65, 81, 42, 81, 100, 81, 81",2026-07-28,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
cool shayari in english,14,14,170,13,0.00,https://englishshyari.com/,0,0,0.00,0.33,85,"100, 81, 67, 81, 67, 100, 81, 67, 67, 67, 67, 81",2026-07-28,"Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
status shayari english,11,11,170,9,0.00,https://englishshyari.com/,0,0,0.00,0.33,112,"100, 100, 100, 67, 67, 81, 100, 81, 52, 67, 52, 67",2026-07-10,"Sitelinks, Video, Video Carousel, People also ask, Related searches",commercial,Organic
new shayari english,49,49,720,17,0.00,https://englishshyari.com/,0,0,0.00,0.33,109,"100, 100, 100, 82, 82, 67, 100, 100, 82, 82, 82, 82",2026-07-10,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
shayari writing english,9,9,170,27,0.00,https://englishshyari.com/,0,0,0.00,0.33,113,"10, 23, 23, 28, 28, 28, 28, 23, 44, 82, 100, 100",2026-08-10,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
1 line shayari in english,48,48,210,7,0.00,https://englishshyari.com/,0,0,0.00,0.33,114,"81, 81, 66, 66, 53, 66, 81, 100, 66, 81, 66, 66",2026-06-21,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
small shayari in english,27,27,480,17,0.00,https://englishshyari.com/hindi-shayari-in-english/,0,0,0.00,0.33,106,"81, 81, 66, 66, 66, 100, 100, 81, 100, 81, 54, 44",2026-07-30,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
small shayari in english,29,29,480,17,0.00,https://englishshyari.com/hindi-shayari-in-english/,0,0,0.00,0.33,106,"81, 81, 66, 66, 66, 100, 100, 81, 100, 81, 54, 44",2026-07-30,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
hindi or english shayari,1,1,210,5,0.00,https://englishshyari.com/,0,0,0.00,0.33,136,"4, 23, 54, 44, 67, 67, 81, 100, 100, 2, 2, 2",2026-08-11,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,AI overview
hindi or english shayari,18,18,210,5,0.00,https://englishshyari.com/hindi-shayari-in-english/,0,0,0.00,0.33,136,"4, 23, 54, 44, 67, 67, 81, 100, 100, 2, 2, 2",2026-08-11,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
old shayari in english,12,12,110,25,0.00,https://englishshyari.com/hindi-shayari-in-english/,0,0,0.00,0.33,104,"53, 65, 65, 41, 41, 82, 100, 65, 29, 65, 82, 65",2026-08-18,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
fire shayari in english,15,15,320,11,0.00,https://englishshyari.com/,0,0,0.00,0.33,116,"4, 10, 7, 15, 36, 100, 100, 36, 54, 44, 54, 36",2026-07-22,"Image pack, Video, People also ask, Related searches",informational,Organic
shayari shayari in english,43,43,260,27,0.00,https://englishshyari.com/,0,0,0.00,0.33,116,"12, 19, 36, 54, 54, 66, 81, 81, 66, 100, 7, 7",2026-07-13,"Image pack, Video, Video Carousel, People also ask, Related searches",informational,Organic
shayari shayari in english,50,50,260,27,0.00,https://englishshyari.com/,0,0,0.00,0.33,116,"12, 19, 36, 54, 54, 66, 81, 81, 66, 100, 7, 7",2026-07-13,"Image pack, Video, Video Carousel, People also ask, Related searches",informational,Organic
pyar wali shayari english mein,19,19,140,10,0.00,https://englishshyari.com/,0,0,0.00,0.33,108,"100, 81, 81, 100, 52, 43, 52, 43, 33, 52, 43, 43",2026-07-26,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
shayari in roman english for friends,44,44,140,7,0.00,https://englishshyari.com/,0,0,0.00,0.33,89,"1, 3, 100, 36, 7, 36, 1, 10, 1, 1, 1, 10",2026-07-10,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
shayari english attitude,36,36,1600,20,0.00,https://englishshyari.com/,0,0,0.00,0.33,110,"84, 84, 84, 68, 84, 100, 100, 100, 84, 84, 84, 68",2026-07-22,"Image pack, Video, Video Carousel, Related searches",informational,Organic
happy mood shayari in english,23,23,140,3,0.00,https://englishshyari.com/,0,0,0.00,0.33,95,"100, 65, 65, 65, 65, 54, 42, 27, 42, 35, 27, 19",2026-07-28,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
sad shayari english in hindi,40,40,2900,16,0.00,https://englishshyari.com/,0,0,0.00,0.33,111,"100, 81, 81, 81, 67, 100, 100, 81, 81, 67, 53, 53",2026-07-20,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
shayari written in english,48,48,390,20,0.00,https://englishshyari.com/,0,0,0.00,0.33,103,"54, 66, 81, 81, 66, 66, 81, 81, 66, 54, 81, 100",2026-07-07,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
shayari written in english,54,54,390,20,0.00,https://englishshyari.com/,0,0,0.00,0.33,103,"54, 66, 81, 81, 66, 66, 81, 81, 66, 54, 81, 100",2026-07-07,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
sad shayari roman english,47,47,390,13,0.00,https://englishshyari.com/,0,0,0.00,0.33,87,"81, 100, 81, 81, 81, 100, 81, 81, 54, 67, 81, 81",2026-07-01,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
short love shayari in english,57,57,8100,24,0.00,https://englishshyari.com/,0,0,0.00,0.33,106,"82, 82, 82, 55, 100, 82, 82, 67, 55, 82, 82, 20",2026-06-26,"Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
short love shayari in english,65,65,8100,24,0.00,https://englishshyari.com/,0,0,0.00,0.33,106,"82, 82, 82, 55, 100, 82, 82, 67, 55, 82, 82, 20",2026-06-26,"Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
life shayari in hindi english,46,46,170,4,0.00,https://englishshyari.com/,0,0,0.00,0.33,102,"42, 65, 54, 54, 54, 65, 81, 100, 81, 81, 81, 65",2026-07-06,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
taqdeer shayari in english,42,42,260,5,0.00,https://englishshyari.com/,0,0,0.00,0.33,86,"10, 15, 44, 67, 81, 67, 81, 100, 100, 100, 8, 2",2026-07-09,"Image pack, Reviews, Image, Related searches, AI overview",informational,Organic
attitude shayri in english,41,41,590,11,0.00,https://englishshyari.com/,0,0,0.00,0,93,"82, 100, 100, 100, 100, 100, 82, 82, 82, 82, 82, 82",2026-07-03,"Sitelinks, Video, Video Carousel, Related searches",commercial,Organic
shayari in hinglish,30,30,480,3,0.40,https://englishshyari.com/,0,0,0.00,0.33,120,"66, 66, 66, 66, 66, 81, 81, 66, 81, 100, 81, 66",2026-07-23,"Image pack, Sitelinks, Video, Video Carousel, Related searches",informational,Organic
dadagiri status english,61,61,320,6,0.00,https://englishshyari.com/,0,0,0.00,0.33,513000,"2, 12, 36, 81, 66, 66, 81, 100, 100, 100, 8, 12",2026-07-06,"Video, Related searches, AI overview",informational,Organic
