Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
do shayari,7,7,140,28,0.00,https://eknazariya.com/,4,0,0.00,0.33,124,"100, 82, 82, 82, 65, 100, 82, 82, 82, 82, 82, 82",2026-08-12,"Image pack, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
shayari in written,10,10,480,37,0.00,https://eknazariya.com/,4,0,0.00,0.33,151,"8, 11, 20, 30, 20, 55, 37, 37, 37, 37, 68, 100",2026-07-07,"Image pack, Reviews, Video, Ads top, Ads bottom, Related searches",informational,Organic
hindi sher o shayari download,8,8,140,26,0.00,https://eknazariya.com/,4,0,0.00,0.33,143,"4, 3, 1, 1, 29, 100, 67, 19, 1, 1, 0, 4",2026-07-19,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
urdu and hindi shayari,7,7,140,17,0.00,https://eknazariya.com/,4,0,0.00,0,146,"100, 100, 65, 100, 82, 82, 53, 53, 82, 53, 82, 65",2026-07-24,"Image pack, Sitelinks, Reviews, Video, Image, Ads top, Ads bottom, Related searches, AI overview",informational,Organic
m shayari,6,6,140,37,0.00,https://eknazariya.com/,4,0,0.00,0.07,80,"35, 42, 65, 54, 54, 42, 35, 100, 54, 35, 27, 42",2026-07-23,"Image pack, Reviews, Video, People also ask, Related searches",informational,Organic
zakir khan twitter shayari,30,30,6600,30,0.00,https://eknazariya.com/zakir-khan-1,4,0,0.00,0.33,123,"1, 4, 20, 36, 36, 100, 67, 55, 45, 45, 0, 0",2026-06-26,"Reviews, Video, People also ask, Related searches",navigational,Organic
badi shayari,4,4,140,29,0.00,https://eknazariya.com/,4,0,0.00,0.33,157,"82, 100, 100, 82, 82, 82, 82, 82, 65, 65, 82, 65",2026-06-27,"Image pack, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
hindi shayari hindi,9,9,170,28,0.00,https://eknazariya.com/,4,0,0.00,0,51100000,"81, 100, 81, 65, 81, 65, 65, 81, 54, 54, 54, 65",2026-08-18,"Image pack, Reviews, Video, People also ask, Related searches",informational,Organic
big shayari,7,9,140,34,0.00,https://eknazariya.com/,4,0,0.00,0.33,135,"65, 82, 100, 82, 82, 82, 65, 82, 82, 82, 65, 65",2026-08-19,"Image pack, Reviews, Video, People also ask, Related searches",informational,Organic
best shayari on life by ghalib,8,8,170,29,0.00,https://eknazariya.com/ghalib-shayari,4,0,0.00,0.33,148,"3, 8, 23, 44, 36, 36, 44, 44, 54, 54, 100, 100",2026-06-25,"Reviews, Video, Featured snippet, Video Carousel, Related searches","commercial, informational",Organic
hindi shayari lyrics,13,13,880,43,0.40,https://eknazariya.com/,4,0,1.00,0.01,19,"88, 88, 88, 88, 88, 100, 100, 72, 59, 72, 59, 72",2026-07-26,"Reviews, Image, People also ask, Related searches",commercial,Organic
gulzar 2 line shayari,6,6,110,15,0.00,https://eknazariya.com/gulzar-shayari-1,4,0,0.00,0.33,134,"82, 82, 100, 82, 82, 53, 65, 82, 53, 41, 41, 41",2026-07-19,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
hindi shayari story,7,7,140,30,0.00,https://eknazariya.com/,4,0,0.00,0.33,75,"52, 52, 67, 52, 81, 81, 81, 67, 67, 67, 81, 100",2026-07-22,"Image pack, Reviews, Video, People also ask, Related searches",informational,Organic
most shayari hindi,6,6,110,35,0.00,https://eknazariya.com/,4,0,0.00,0.01,156,"6, 2, 2, 4, 2, 2, 100, 2, 2, 35, 100, 23",2026-06-25,"Reviews, Video, Ads top, Ads bottom, People also ask, Related searches",commercial,Organic
gulzar famous shayari,11,11,590,23,0.00,https://eknazariya.com/gulzar-shayari-1,4,0,0.00,0.33,147,"25, 30, 55, 45, 37, 37, 45, 45, 30, 37, 77, 100",2026-06-26,"Image pack, Reviews, Video, Featured snippet, People also ask, Related searches",informational,Organic
very sad shayari,25,25,2900,21,0.40,https://eknazariya.com/best-sad-shayari,4,0,1.00,0.33,117,"100, 100, 100, 81, 81, 81, 81, 81, 53, 81, 81, 67",2026-07-13,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
latest shayri in hindi,7,7,720,46,0.00,https://eknazariya.com/,4,0,0.00,0.33,123,"82, 82, 100, 100, 82, 100, 100, 82, 82, 82, 82, 82",2026-07-27,"Reviews, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
traditional shayari in hindi,8,7,140,25,0.00,https://eknazariya.com/,4,0,0.00,0.33,151,"82, 100, 100, 100, 65, 100, 65, 100, 82, 41, 29, 29",2026-08-20,"Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
shayari hindi copy,8,8,140,26,0.00,https://eknazariya.com/,4,0,0.00,0.33,50,"67, 52, 52, 43, 43, 67, 100, 67, 67, 52, 81, 52",2026-07-23,"Reviews, Related searches, AI overview",commercial,Organic
manzil shayari,17,17,1600,22,0.00,https://eknazariya.com/,4,0,0.00,0.33,138,"100, 100, 100, 84, 68, 84, 100, 84, 53, 53, 53, 53",2026-06-24,"Image pack, Reviews, Video, Image, People also ask, Related searches",informational,Organic
shayari of,1,1,170,28,0.00,https://eknazariya.com/,3,0,0.00,0.33,150,"67, 100, 81, 67, 81, 81, 100, 81, 67, 52, 81, 43",2026-08-13,"Knowledge panel, Reviews, Video, Image, People also ask, Related searches, AI overview",informational,AI overview
famous hindi poetry lines,18,18,1300,26,0.00,https://eknazariya.com/,3,0,0.00,0.33,157,"1, 3, 16, 24, 24, 28, 24, 28, 28, 36, 100, 100",2026-07-12,"Image pack, Reviews, Video, Ads bottom, Related searches, Ads middle",informational,Organic
shayari shayari shayari,9,9,720,41,0.00,https://eknazariya.com/,3,0,0.00,0.33,135,"72, 72, 88, 88, 72, 72, 100, 88, 88, 72, 59, 59",2026-06-26,"Knowledge panel, Image pack, Reviews, Video, Video Carousel, People also ask, Related searches","informational, transactional",Organic
shayari by gulzar on life,7,7,110,16,0.00,https://eknazariya.com/gulzar-shayari-1,3,0,0.00,0,82,"100, 79, 64, 79, 100, 100, 64, 79, 64, 100, 50, 64",2026-07-21,"Image pack, Sitelinks, Reviews, Video, Related searches",informational,Organic
shayari download,28,28,5400,30,0.00,https://eknazariya.com/,3,0,0.00,0.22,139,"24, 24, 24, 20, 24, 20, 20, 20, 20, 16, 16, 100",2026-08-07,"Image pack, Reviews, Video, Image, People also ask, Related searches",informational,Organic
today shayari,9,9,480,41,0.00,https://eknazariya.com/,3,0,0.00,0.33,81,"45, 37, 30, 30, 25, 25, 30, 100, 68, 25, 30, 30",2026-07-20,"Image pack, Reviews, Video, Image, People also ask, Related searches",informational,Organic
best sad shayri,8,8,110,5,0.00,https://eknazariya.com/best-sad-shayari,3,0,0.00,0.01,119,"100, 82, 82, 82, 82, 65, 53, 65, 65, 65, 65, 53",2026-07-11,"Sitelinks, Reviews, Video, Related searches, AI overview",commercial,Organic
best best shayari,6,6,110,34,0.00,https://eknazariya.com/,3,0,0.00,0,154,"2, 5, 2, 5, 2, 2, 2, 81, 100, 2, 3, 3",2026-06-23,"Reviews, Video, Image, People also ask, AI overview",commercial,Organic
2 line urdu shayari in hindi,14,14,1300,30,0.00,https://eknazariya.com/,3,0,0.00,0,146,"100, 100, 66, 55, 55, 66, 55, 45, 13, 13, 13, 13",2026-06-29,"Image pack, Reviews, Video, Image, People also ask, Related searches, AI overview",informational,Organic
hindi shayari status,17,17,2400,37,0.40,https://eknazariya.com/,3,0,1.00,0.33,139,"66, 83, 83, 83, 100, 100, 100, 83, 83, 83, 83, 83",2026-08-10,"Image pack, Reviews, Video, Featured snippet, Video Carousel, People also ask, Related searches",informational,Organic
ghalib short shayari,7,7,110,29,0.00,https://eknazariya.com/ghalib-shayari,3,0,0.00,0.33,148,"14, 52, 81, 81, 81, 100, 81, 67, 81, 5, 5, 5",2026-08-13,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related searches","informational, transactional",Organic
shayari set,9,9,260,27,0.00,https://eknazariya.com/,3,0,0.00,0.33,143,"81, 66, 81, 81, 66, 81, 100, 100, 81, 81, 66, 66",2026-06-30,"Image pack, Reviews, Video, People also ask, Related searches",informational,Organic
shayari chahie,16,16,1000,43,0.00,https://eknazariya.com/,3,0,0.00,0.12,125,"20, 28, 24, 20, 24, 20, 24, 24, 24, 24, 20, 100",2026-06-27,"Image pack, Reviews, Video, People also ask, Related searches",informational,Organic
shayari writer,15,15,2400,30,0.00,https://eknazariya.com/,3,0,0.00,0.33,175,"20, 23, 36, 43, 43, 55, 82, 82, 100, 66, 36, 43",2026-06-27,"Reviews, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
shayari hashtags for instagram,2,2,210,18,0.00,https://eknazariya.com/hashtags-%23shayri,3,0,0.00,0.33,0,"100, 100, 100, 100, 67, 82, 54, 28, 28, 13, 10, 5",2026-07-31,"Sitelinks, Video, Video Carousel, Related searches, AI overview",navigational,Organic
shayari sab,3,3,110,32,0.00,https://eknazariya.com/,3,0,0.00,0.33,144,"43, 52, 100, 33, 43, 24, 67, 52, 43, 43, 43, 43",2026-06-26,"Image pack, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
online par shayari in hindi,10,10,140,23,0.00,https://eknazariya.com/,3,0,0.00,0,138,"12, 42, 65, 65, 65, 81, 100, 81, 100, 4, 4, 0",2026-08-16,"Reviews, Video, Ads top, Ads bottom, People also ask, Related searches",commercial,Organic
so sad shayari,14,14,880,27,0.00,https://eknazariya.com/best-sad-shayari,3,0,0.00,0.33,117,"100, 77, 77, 68, 68, 77, 77, 55, 55, 55, 68, 45",2026-08-11,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
poetry thoughts in hindi,8,8,140,23,0.00,https://eknazariya.com/,3,0,0.00,0.33,156,"12, 27, 42, 42, 42, 35, 35, 54, 35, 100, 100, 100",2026-08-19,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
shayris in hindi,7,7,110,36,0.00,https://eknazariya.com/,3,0,0.00,0,156,"100, 79, 100, 100, 100, 79, 100, 79, 79, 79, 50, 79",2026-07-07,"Image pack, Reviews, Video, People also ask, Related searches",informational,Organic
best one line shayari,11,11,390,10,0.00,https://eknazariya.com/,3,0,0.00,0.33,133,"12, 15, 29, 67, 54, 44, 54, 67, 44, 67, 67, 100",2026-07-04,"Sitelinks, Reviews, Video, Related searches, AI overview",commercial,Organic
sayri mast,13,13,1000,30,0.00,https://eknazariya.com/,3,0,0.00,0,107,"68, 68, 68, 68, 68, 100, 77, 100, 100, 55, 68, 55",2026-06-28,"Image pack, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
2021 ki shayari,12,12,1000,24,1.25,https://eknazariya.com/,3,0,3.00,0,152,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100",2026-06-28,"Reviews, Video, Video Carousel, People also ask, AI overview",informational,Organic
1 line shayari in hindi,18,18,2400,5,0.00,https://eknazariya.com/,3,0,0.00,0.33,119,"100, 100, 100, 83, 83, 100, 83, 66, 66, 45, 45, 34",2026-08-02,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
shayari copy paste,22,22,2400,29,0.40,https://eknazariya.com/,3,0,1.00,0.02,121,"66, 66, 66, 66, 66, 83, 100, 83, 83, 83, 66, 66",2026-07-28,"Reviews, Video, People also ask, Related searches",commercial,Organic
unique shayari in hindi,4,4,320,43,0.00,https://eknazariya.com/,3,0,0.00,0.33,155,"82, 100, 100, 100, 100, 100, 100, 82, 82, 82, 67, 67",2026-08-06,"Reviews, Video, Ads top, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
urdu lines in hindi,9,9,140,27,0.00,https://eknazariya.com/,3,0,0.00,0.33,144,"100, 100, 65, 65, 82, 65, 65, 65, 82, 82, 65, 65",2026-08-13,"Image pack, Reviews, Video, Image, People also ask, Related searches",informational,Organic
hindi gulzar shayari,10,10,260,17,0.00,https://eknazariya.com/gulzar-shayari-1,3,0,0.00,0,139,"100, 100, 67, 54, 54, 54, 35, 54, 54, 54, 44, 35",2026-07-22,"Image pack, Sitelinks, Reviews, Video, Related searches",informational,Organic
gulzar shayari on beauty,8,8,110,26,0.00,https://eknazariya.com/gulzar-shayari-1,3,0,0.00,0.33,154,"53, 65, 53, 82, 82, 65, 100, 53, 65, 53, 53, 29",2026-08-18,"Image pack, Reviews, Video, Image, People also ask, Related searches",informational,Organic
ek nazar shayari,7,7,110,10,0.00,https://eknazariya.com/,3,0,0.00,0.33,136,"53, 65, 53, 53, 53, 65, 82, 41, 65, 100, 82, 41",2026-07-29,"Image pack, Sitelinks, Reviews, Video, Related searches, AI overview",informational,Organic
interesting shayari in hindi,7,7,110,36,0.00,https://eknazariya.com/,3,0,0.00,0.33,152,"2, 44, 2, 100, 2, 12, 15, 2, 44, 2, 8, 2",2026-07-11,"Image pack, Reviews, Video, People also ask, Related searches",informational,Organic
shayari words,10,9,480,42,0.00,https://eknazariya.com/,3,0,0.00,0.33,148,"54, 67, 67, 67, 67, 82, 100, 67, 67, 44, 29, 29",2026-08-19,"Image pack, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
new shayari 2021,22,22,2400,27,0.00,https://eknazariya.com/,3,0,0.00,0,35100000,"55, 83, 83, 100, 100, 83, 83, 83, 66, 66, 66, 30",2026-07-28,"Image pack, Reviews, Video, Image, People also ask, Related searches",informational,Organic
official shayari in hindi,7,7,110,31,0.00,https://eknazariya.com/,3,0,0.00,0.33,152,"33, 33, 81, 43, 67, 100, 100, 81, 52, 24, 24, 33",2026-07-30,"Image pack, Reviews, Video, People also ask, Related searches","commercial, informational",Organic
mirza ghalib ki shayari in hindi,7,7,110,28,0.00,https://eknazariya.com/ghalib-shayari,3,0,0.00,0,146,"33, 24, 33, 52, 81, 100, 52, 67, 52, 67, 52, 81",2026-06-29,"Image pack, Sitelinks, Reviews, Video, Image, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
shero shayari,1,1,12100,27,0.40,https://eknazariya.com/,3,0,1.00,0.33,145,"82, 82, 100, 82, 82, 82, 82, 67, 67, 67, 67, 55",2026-08-16,"Image pack, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,AI overview
ghazal sher o shayari in hindi,6,6,140,23,0.00,https://eknazariya.com/,3,0,0.00,0.33,146,"9, 28, 66, 44, 53, 44, 81, 100, 81, 3, 3, 3",2026-08-13,"Reviews, Video, Featured snippet, Video Carousel, People also ask, Related searches",informational,Organic
most sad shayari,9,9,110,23,0.00,https://eknazariya.com/best-sad-shayari,3,0,0.00,0.33,113,"100, 82, 65, 65, 65, 65, 53, 53, 41, 65, 53, 41",2026-07-28,"Sitelinks, Reviews, Video, People also ask, Related searches",commercial,Organic
best moment shayari,7,7,110,30,0.00,https://eknazariya.com/,3,0,0.00,0.33,83,"65, 82, 53, 53, 53, 100, 100, 41, 53, 53, 41, 41",2026-07-25,"Image pack, Sitelinks, Reviews, People also ask, Related searches",commercial,Organic
ki shayari,10,10,1000,38,0.00,https://eknazariya.com/,3,0,0.00,0.33,143,"77, 77, 100, 77, 77, 68, 100, 100, 77, 77, 68, 77",2026-06-29,"Image pack, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
shayari sad shayari,15,15,1000,26,0.26,https://eknazariya.com/best-sad-shayari,3,0,0.00,0,121,"88, 100, 100, 100, 88, 100, 88, 100, 100, 88, 100, 100",2026-06-29,"Image pack, Sitelinks, Reviews, People also ask, Related searches",informational,Organic
two line urdu shayari in hindi,13,13,1000,23,0.00,https://eknazariya.com/,3,0,0.00,0.33,148,"77, 100, 77, 68, 68, 77, 100, 77, 68, 68, 68, 55",2026-08-06,"Reviews, Video, Image, Ads top, Ads bottom, Video Carousel, Related searches, AI overview",informational,Organic
shayri ki dayri in hindi,16,16,1000,28,0.00,https://eknazariya.com/,3,0,0.00,0.21,19,"3, 4, 5, 2, 3, 3, 4, 4, 3, 3, 4, 100",2026-07-17,"Image pack, Reviews, People also ask, Related searches, AI overview",informational,Organic
shayari hindi m,6,6,110,42,0.00,https://eknazariya.com/,3,0,0.00,0.33,151,"3, 3, 82, 3, 3, 100, 100, 28, 3, 3, 3, 5",2026-08-18,"Reviews, Video, Image, People also ask, Related searches, AI overview",informational,Organic
aaj ki shayari,6,6,390,28,0.00,https://eknazariya.com/,3,0,0.00,0.33,135,"39, 32, 39, 32, 26, 32, 39, 100, 72, 26, 26, 26",2026-07-23,"Image pack, Reviews, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
hindi ki shayari,5,5,260,37,0.00,https://eknazariya.com/,3,0,0.00,0.33,152,"54, 54, 100, 54, 54, 67, 67, 54, 54, 54, 44, 44",2026-07-28,"Image pack, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
urdu poetry in hindi,15,15,1300,24,0.00,https://eknazariya.com/,3,0,0.00,0.33,173,"81, 100, 100, 81, 81, 81, 81, 81, 62, 62, 55, 55",2026-07-15,"Image pack, Reviews, Video, Image, People also ask, Related searches",informational,Organic
free shayari,9,9,140,46,0.00,https://eknazariya.com/,3,0,0.00,0.33,152,"82, 100, 100, 82, 65, 100, 82, 82, 82, 82, 65, 65",2026-07-25,"Image pack, Reviews, Video, People also ask, Related searches",informational,Organic
new shayri in hindi,5,5,590,49,0.00,https://eknazariya.com/,3,0,0.00,0.01,84,"36, 36, 55, 82, 67, 82, 100, 100, 44, 44, 67, 67",2026-07-25,"Image pack, Reviews, Video, Image, People also ask, Related searches, AI overview",informational,Organic
puri shayari,6,6,110,30,0.00,https://eknazariya.com/,3,0,0.00,0.09,150,"65, 65, 65, 65, 65, 53, 41, 53, 65, 29, 41, 100",2026-06-25,"Image pack, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
one word shayari in hindi,8,8,140,18,0.00,https://eknazariya.com/,3,0,0.00,0.33,136,"67, 67, 81, 67, 81, 100, 81, 67, 52, 33, 33, 33",2026-08-17,"Image pack, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
nice shayari,1,1,720,37,0.00,https://eknazariya.com/,3,0,0.00,0.33,142,"100, 82, 82, 82, 82, 100, 82, 82, 67, 67, 55, 55",2026-07-27,"Image pack, Reviews, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,AI overview
sher ki shayari in hindi,7,7,110,18,0.00,https://eknazariya.com/,3,0,0.00,0.33,132,"1, 1, 1, 6, 100, 54, 1, 3, 3, 1, 4, 1",2026-08-13,"Image pack, Reviews, Video, Image, Ads top, Ads bottom, People also ask, Related searches",informational,Organic
shayari sunaiye,10,10,480,29,0.00,https://eknazariya.com/,3,0,0.00,0.01,124,"66, 66, 81, 81, 66, 66, 100, 81, 66, 81, 66, 66",2026-07-12,"Image pack, Reviews, Video, Image, People also ask, Related searches, AI overview",informational,Organic
best shayari of all time,7,7,260,27,0.00,https://eknazariya.com/,3,0,0.00,0.33,149,"82, 82, 82, 67, 67, 82, 100, 82, 67, 54, 67, 54",2026-07-28,"Image pack, Reviews, Video, Image, Video Carousel, Related searches, AI overview",commercial,Organic
urdu sher shayari,12,12,1900,43,0.00,https://eknazariya.com/,3,0,0.00,0.33,149,"79, 100, 100, 79, 79, 79, 79, 67, 54, 54, 54, 54",2026-06-22,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask",navigational,Organic
shayari ideas,7,7,110,27,0.00,https://eknazariya.com/,3,0,0.00,0.33,146,"79, 100, 79, 64, 79, 100, 64, 79, 79, 50, 64, 36",2026-08-09,"Reviews, People also ask, Related searches, AI overview",informational,Organic
sher hindi me,5,5,110,30,0.00,https://eknazariya.com/,3,0,0.00,0,151,"41, 53, 82, 82, 100, 100, 82, 82, 82, 53, 24, 18",2026-06-20,"Image pack, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
hindi shayari writers,8,8,110,25,0.00,https://eknazariya.com/,3,0,0.00,0,176,"82, 82, 65, 65, 100, 82, 53, 65, 53, 65, 82, 82",2026-07-29,"Reviews, Video, Featured snippet, Related searches",informational,Organic
dekhna shayari,9,16,140,11,0.00,https://eknazariya.com/,3,0,0.00,0.33,135,"100, 100, 82, 82, 100, 65, 82, 65, 65, 65, 53, 41",2026-08-20,"Image pack, Reviews, Video, People also ask, Related searches",informational,Organic
samjhane wali shayari,3,3,110,29,0.00,https://eknazariya.com/,3,0,0.00,0.33,152,"100, 67, 52, 52, 43, 52, 52, 52, 67, 67, 43, 43",2026-07-27,"Image pack, Reviews, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
waseem barelvi,29,29,3600,39,0.25,https://eknazariya.com/waseem-barelvi-1,2,0,0.00,0.33,113,"82, 82, 82, 82, 82, 100, 82, 82, 66, 55, 55, 55",2026-08-14,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches, Short videos",informational,Organic
shayari urdu shayari,9,9,260,36,0.00,https://eknazariya.com/,2,0,0.00,0,145,"67, 67, 54, 67, 82, 100, 100, 54, 44, 36, 36, 36",2026-08-03,"Knowledge panel, Reviews, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
hashtag for instagram shayari,2,2,110,18,0.00,https://eknazariya.com/hashtags-%23shayri,2,0,0.00,0.33,109,"100, 65, 82, 82, 100, 53, 65, 100, 65, 24, 24, 18",2026-06-16,"Sitelinks, Video, People also ask, Related searches",navigational,Organic
best urdu shayari in hindi,12,12,590,28,0.00,https://eknazariya.com/,2,0,0.00,0.33,151,"100, 100, 82, 100, 100, 100, 100, 82, 67, 67, 67, 54",2026-07-11,"Image pack, Reviews, Video, Image, People also ask, Related searches",commercial,Organic
shayari 2021,14,14,1900,30,0.00,https://eknazariya.com/,2,0,0.00,0,148,"2, 100, 44, 23, 23, 23, 20, 16, 16, 16, 16, 12",2026-07-31,"Image pack, Reviews, Video, Image, Video Carousel, People also ask, AI overview",informational,Organic
shayari short hindi,9,9,110,30,0.00,https://eknazariya.com/,2,0,0.00,0,139,"2, 2, 100, 36, 44, 24, 7, 2, 2, 2, 2, 2",2026-06-26,"Reviews, Video, People also ask, Related searches, AI overview","commercial, informational",Organic
shayari post,13,13,590,27,0.00,https://eknazariya.com/,2,0,0.00,0.33,134,"100, 100, 100, 82, 82, 82, 100, 82, 82, 82, 82, 67",2026-07-31,"Image pack, Sitelinks, Reviews, Video, Related searches",informational,Organic
shayari bataiye,13,13,720,41,0.00,https://eknazariya.com/,2,0,0.00,0.33,123,"67, 82, 100, 100, 82, 82, 100, 100, 82, 82, 67, 67",2026-07-12,"Image pack, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
h se shayari,8,8,110,19,0.00,https://eknazariya.com/,2,0,0.00,0.33,119,"65, 82, 65, 65, 65, 100, 82, 65, 65, 41, 65, 65",2026-08-18,"Image pack, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
gulzar ki shayari love,9,9,110,18,0.00,https://eknazariya.com/gulzar-shayari-1,2,0,0.00,0.33,140,"3, 5, 67, 10, 67, 44, 100, 8, 3, 18, 3, 3",2026-07-23,"Image pack, Reviews, Video, Image, People also ask, Related searches",informational,Organic
www shayari,11,11,720,37,0.30,https://eknazariya.com/,2,0,0.00,0.02,135,"67, 82, 100, 100, 67, 67, 82, 100, 67, 55, 55, 67",2026-07-07,"Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
shyari quotes hindi,10,10,170,43,0.00,https://eknazariya.com/,2,0,0.00,0,149,"100, 81, 81, 54, 65, 54, 35, 42, 42, 54, 42, 100",2026-07-07,"Image pack, Reviews, Featured snippet, Image, Related searches",informational,Organic
one line shayari in urdu,14,14,590,29,0.00,https://eknazariya.com/,2,0,0.00,0.33,120,"82, 82, 82, 100, 82, 82, 100, 100, 82, 82, 82, 67",2026-06-27,"Image pack, Sitelinks, Reviews, Video, Image, Related searches",informational,Organic
sher hindi mein,8,8,720,29,0.00,https://eknazariya.com/,2,0,0.00,0.33,0,"44, 55, 82, 100, 100, 100, 100, 100, 100, 100, 30, 36",2026-07-04,"Instant answer, Image pack, Reviews, Video, Ads top, Video Carousel, Related searches, Ads middle, AI overview",informational,Organic
word shayari,8,8,170,25,0.00,https://eknazariya.com/,2,0,0.00,0.33,147,"35, 54, 54, 65, 54, 81, 100, 100, 100, 54, 81, 65",2026-07-24,"Image pack, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
ghazal shayari in hindi,8,8,480,22,0.00,https://eknazariya.com/,2,0,0.00,0.33,152,"100, 82, 82, 67, 67, 54, 54, 67, 54, 82, 100, 54",2026-07-31,"Knowledge panel, Image pack, Reviews, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
shayari on expression,10,10,170,27,0.00,https://eknazariya.com/,2,0,0.00,0.33,157,"9, 44, 34, 34, 53, 66, 66, 53, 53, 81, 100, 100",2026-07-31,"Reviews, Video, People also ask, Related searches",informational,Organic
shayris,9,9,590,46,0.00,https://eknazariya.com/,2,0,0.00,0,130,"100, 100, 82, 100, 82, 100, 82, 82, 82, 82, 67, 67",2026-08-07,"Knowledge panel, Reviews, Video, Ads bottom, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic
lines shayari,12,12,720,25,0.00,https://eknazariya.com/,2,0,0.00,0.33,132,"100, 100, 82, 82, 82, 67, 100, 82, 67, 67, 82, 67",2026-06-27,"Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
shayri new,10,10,320,44,0.00,https://eknazariya.com/,2,0,0.00,0,151,"100, 67, 67, 100, 82, 82, 100, 82, 82, 82, 100, 100",2026-07-10,"Image pack, Reviews, Video, Related searches, AI overview",informational,Organic
top 10 shayari,9,9,590,24,0.40,https://eknazariya.com/,2,0,0.00,0.01,143,"67, 82, 82, 67, 82, 100, 82, 82, 67, 67, 55, 55",2026-07-30,"Image pack, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
best short shayari,7,7,390,38,0.00,https://eknazariya.com/,2,0,0.00,0.33,149,"81, 100, 81, 67, 67, 81, 100, 81, 100, 67, 81, 67",2026-07-22,"Image pack, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic
very very sad shayari,17,17,720,22,0.00,https://eknazariya.com/best-sad-shayari,2,0,0.00,0,116,"82, 100, 100, 100, 100, 82, 82, 82, 82, 67, 82, 100",2026-07-13,"Image pack, Sitelinks, Reviews, Video, Image, Related searches",informational,Organic
speech shayari,7,7,110,24,0.00,https://eknazariya.com/,2,0,0.00,0.33,84,"43, 81, 43, 52, 43, 52, 100, 67, 33, 52, 52, 33",2026-07-23,"Image pack, Reviews, Video Carousel, People also ask, Related searches",informational,Organic
some shayari,10,10,880,40,0.00,https://eknazariya.com/,2,0,0.00,0.33,144,"72, 88, 100, 100, 88, 88, 100, 88, 88, 72, 59, 59",2026-06-24,"Image pack, Reviews, Video, Ads bottom, Video Carousel, People also ask, Related searches, Ads middle",informational,Organic
poetry hashtags,24,24,1600,17,0.00,https://eknazariya.com/hashtags-%23shayri,2,0,0.00,0.33,115,"38, 53, 100, 100, 100, 100, 100, 84, 84, 84, 100, 100",2026-07-30,"Video, People also ask, Related searches, AI overview",commercial,Organic
gulzar ki shayari instagram,5,5,390,30,0.00,https://eknazariya.com/gulzar-shayari-1,2,0,0.00,0.33,120,"10, 15, 44, 82, 67, 67, 82, 100, 82, 82, 1, 1",2026-06-30,"Image pack, Reviews, Video, Image, Video Carousel, Related searches",informational,Organic
